genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000207730.3__1167119__1167149,cor=0.0691;p-value=0.8495,cor=0.6009;p-value=0.0662,cor=0.7312;p-value=0.0163,cor=0.8688;p-value=0.0011,cor=0.7188;p-value=0.0192,cor=0.2027;p-value=0.5744,cor=0.7214;p-value=0.0185,cor=0.1137;p-value=0.7544,cor=0.734;p-value=0.0157,cor=0.4917;p-value=0.1489,cor=0.1658;p-value=0.6472,cor=0.4329;p-value=0.2114,cor=0.0175;p-value=0.9617,cor=-0.4252;p-value=0.2206,cor=-0.2864;p-value=0.4224,cor=-0.244;p-value=0.4969,cor=-0.4158;p-value=0.2321,cor=-0.3511;p-value=0.3198,cor=-0.666;p-value=0.0355,cor=-0.4869;p-value=0.1535,cor=-0.2143;p-value=0.5522,cor=-0.3228;p-value=0.363,cor=-0.3148;p-value=0.3757,cor=-0.6941;p-value=0.026,cor=-0.7078;p-value=0.022
miRNA_ENSG00000207730.3__1167134__1167164,cor=3e-04;p-value=0.9994,cor=0.7257;p-value=0.0175,cor=0.6359;p-value=0.0481,cor=0.7592;p-value=0.0109,cor=0.6559;p-value=0.0395,cor=-0.0352;p-value=0.9231,cor=0.6118;p-value=0.0602,cor=0.0381;p-value=0.9168,cor=0.5806;p-value=0.0784,cor=0.3177;p-value=0.371,cor=-0.0105;p-value=0.977,cor=0.3749;p-value=0.2858,cor=-0.1019;p-value=0.7794,cor=-0.4741;p-value=0.1663,cor=-0.3054;p-value=0.3908,cor=-0.2633;p-value=0.4624,cor=-0.2858;p-value=0.4235,cor=-0.4872;p-value=0.1533,cor=-0.6309;p-value=0.0505,cor=-0.3453;p-value=0.3284,cor=-0.2107;p-value=0.5591,cor=-0.1432;p-value=0.6931,cor=-0.1489;p-value=0.6814,cor=-0.4911;p-value=0.1495,cor=-0.5196;p-value=0.1238
miRNA_ENSG00000207730.3__1167149__1167179,cor=-0.0067;p-value=0.9853,cor=0.7347;p-value=0.0155,cor=0.6232;p-value=0.0543,cor=0.7442;p-value=0.0136,cor=0.6459;p-value=0.0436,cor=-0.0587;p-value=0.872,cor=0.597;p-value=0.0684,cor=0.0304;p-value=0.9337,cor=0.5619;p-value=0.0909,cor=0.2986;p-value=0.402,cor=-0.0279;p-value=0.9391,cor=0.3674;p-value=0.2963,cor=-0.1131;p-value=0.7558,cor=-0.4764;p-value=0.1639,cor=-0.3055;p-value=0.3907,cor=-0.2635;p-value=0.4619,cor=-0.2711;p-value=0.4486,cor=-0.498;p-value=0.1429,cor=-0.6239;p-value=0.0539,cor=-0.3294;p-value=0.3526,cor=-0.209;p-value=0.5622,cor=-0.1247;p-value=0.7314,cor=-0.1318;p-value=0.7166,cor=-0.4684;p-value=0.1722,cor=-0.4981;p-value=0.1429
miRNA_ENSG00000207730.3__1167164__1167194,cor=-0.0065;p-value=0.9857,cor=0.7341;p-value=0.0156,cor=0.6231;p-value=0.0543,cor=0.7442;p-value=0.0136,cor=0.6461;p-value=0.0436,cor=-0.0585;p-value=0.8726,cor=0.5976;p-value=0.0681,cor=0.0304;p-value=0.9335,cor=0.5623;p-value=0.0906,cor=0.2989;p-value=0.4016,cor=-0.0279;p-value=0.9391,cor=0.3671;p-value=0.2967,cor=-0.1131;p-value=0.7557,cor=-0.4763;p-value=0.164,cor=-0.3056;p-value=0.3904,cor=-0.2637;p-value=0.4616,cor=-0.2714;p-value=0.4481,cor=-0.4979;p-value=0.1431,cor=-0.624;p-value=0.0539,cor=-0.3295;p-value=0.3525,cor=-0.2092;p-value=0.5619,cor=-0.1247;p-value=0.7314,cor=-0.1318;p-value=0.7167,cor=-0.4684;p-value=0.1721,cor=-0.4982;p-value=0.1428
miRNA_ENSG00000207730.3__1167194__1167198,cor=-0.1898;p-value=0.5994,cor=0.0619;p-value=0.865,cor=0.121;p-value=0.7391,cor=-0.2663;p-value=0.4571,cor=-0.2665;p-value=0.4567,cor=0.1532;p-value=0.6726,cor=-0.1597;p-value=0.6594,cor=-0.2139;p-value=0.553,cor=-0.3734;p-value=0.2878,cor=-0.4428;p-value=0.2,cor=-0.3588;p-value=0.3085,cor=-0.2471;p-value=0.4913,cor=-0.2486;p-value=0.4886,cor=0.152;p-value=0.6751,cor=0.2229;p-value=0.5358,cor=0.8734;p-value=0.001,cor=0.674;p-value=0.0326,cor=0.1384;p-value=0.703,cor=0.2919;p-value=0.4131,cor=-0.1183;p-value=0.7449,cor=-0.1575;p-value=0.664,cor=-0.1518;p-value=0.6756,cor=0.1986;p-value=0.5822,cor=0.2478;p-value=0.49,cor=0.3845;p-value=0.2726
miRNA_ENSG00000207607.3__1167863__1167893,cor=0.191;p-value=0.5971,cor=0.6503;p-value=0.0418,cor=0.6952;p-value=0.0256,cor=0.9139;p-value=2e-04,cor=0.7524;p-value=0.012,cor=0.1428;p-value=0.6939,cor=0.5576;p-value=0.094,cor=0.17;p-value=0.6386,cor=0.6824;p-value=0.0297,cor=0.5791;p-value=0.0794,cor=0.3106;p-value=0.3824,cor=0.5506;p-value=0.0991,cor=0.1048;p-value=0.7733,cor=-0.5142;p-value=0.1284,cor=-0.4069;p-value=0.2433,cor=-0.2724;p-value=0.4464,cor=-0.4806;p-value=0.1597,cor=-0.4913;p-value=0.1492,cor=-0.7912;p-value=0.0064,cor=-0.5641;p-value=0.0894,cor=-0.3062;p-value=0.3895,cor=-0.3427;p-value=0.3323,cor=-0.2451;p-value=0.4948,cor=-0.7349;p-value=0.0155,cor=-0.7794;p-value=0.0079
miRNA_ENSG00000207607.3__1167878__1167908,cor=0.191;p-value=0.5971,cor=0.6503;p-value=0.0418,cor=0.6952;p-value=0.0256,cor=0.9139;p-value=2e-04,cor=0.7524;p-value=0.012,cor=0.1428;p-value=0.6939,cor=0.5576;p-value=0.094,cor=0.17;p-value=0.6386,cor=0.6824;p-value=0.0297,cor=0.5791;p-value=0.0794,cor=0.3106;p-value=0.3824,cor=0.5506;p-value=0.0991,cor=0.1048;p-value=0.7733,cor=-0.5142;p-value=0.1284,cor=-0.4069;p-value=0.2433,cor=-0.2724;p-value=0.4464,cor=-0.4806;p-value=0.1597,cor=-0.4913;p-value=0.1492,cor=-0.7912;p-value=0.0064,cor=-0.5641;p-value=0.0894,cor=-0.3062;p-value=0.3895,cor=-0.3427;p-value=0.3323,cor=-0.2451;p-value=0.4948,cor=-0.7349;p-value=0.0155,cor=-0.7794;p-value=0.0079
miRNA_ENSG00000207607.3__1167893__1167923,cor=-0.0179;p-value=0.9608,cor=0.4252;p-value=0.2206,cor=0.6889;p-value=0.0276,cor=0.6785;p-value=0.031,cor=0.6497;p-value=0.042,cor=0.2527;p-value=0.4812,cor=0.8933;p-value=5e-04,cor=-0.0944;p-value=0.7954,cor=0.6416;p-value=0.0456,cor=0.2399;p-value=0.5044,cor=-0.1197;p-value=0.742,cor=0.2247;p-value=0.5326,cor=-0.0835;p-value=0.8187,cor=-0.413;p-value=0.2355,cor=-0.2465;p-value=0.4923,cor=-0.1061;p-value=0.7705,cor=-0.1751;p-value=0.6284,cor=-0.2127;p-value=0.5552,cor=-0.4363;p-value=0.2074,cor=-0.3375;p-value=0.3403,cor=-0.2295;p-value=0.5235,cor=-0.1468;p-value=0.6858,cor=-0.2061;p-value=0.5678,cor=-0.4659;p-value=0.1748,cor=-0.4683;p-value=0.1722
miRNA_ENSG00000207607.3__1167908__1167938,cor=-0.023;p-value=0.9496,cor=0.4177;p-value=0.2297,cor=0.6856;p-value=0.0286,cor=0.6695;p-value=0.0342,cor=0.6442;p-value=0.0444,cor=0.2543;p-value=0.4784,cor=0.8976;p-value=4e-04,cor=-0.1005;p-value=0.7823,cor=0.6376;p-value=0.0473,cor=0.2304;p-value=0.522,cor=-0.1298;p-value=0.7208,cor=0.2155;p-value=0.5498,cor=-0.0878;p-value=0.8095,cor=-0.4086;p-value=0.241,cor=-0.2414;p-value=0.5016,cor=-0.1015;p-value=0.7803,cor=-0.1667;p-value=0.6452,cor=-0.2048;p-value=0.5703,cor=-0.4255;p-value=0.2202,cor=-0.3303;p-value=0.3513,cor=-0.2266;p-value=0.529,cor=-0.1412;p-value=0.6972,cor=-0.2042;p-value=0.5715,cor=-0.4571;p-value=0.1842,cor=-0.4585;p-value=0.1826
miRNA_ENSG00000207607.3__1167938__1167952,cor=-0.2591;p-value=0.4698,cor=-0.3422;p-value=0.3331,cor=-0.566;p-value=0.0881,cor=-0.8726;p-value=0.001,cor=-0.5729;p-value=0.0834,cor=-0.3866;p-value=0.2698,cor=-0.3428;p-value=0.3322,cor=-0.4177;p-value=0.2298,cor=-0.7264;p-value=0.0173,cor=-0.8554;p-value=0.0016,cor=-0.7815;p-value=0.0076,cor=-0.6746;p-value=0.0324,cor=-0.4409;p-value=0.2021,cor=0.2518;p-value=0.4828,cor=0.2781;p-value=0.4366,cor=0.2557;p-value=0.4758,cor=0.7208;p-value=0.0187,cor=0.2859;p-value=0.4232,cor=0.7522;p-value=0.0121,cor=0.733;p-value=0.0159,cor=0.3539;p-value=0.3157,cor=0.5027;p-value=0.1386,cor=0.4786;p-value=0.1617,cor=0.9468;p-value=0,cor=0.9909;p-value=0
miRNA_ENSG00000198976.1__1169035__1169065,cor=-0.2633;p-value=0.4623,cor=0.4097;p-value=0.2397,cor=0.5827;p-value=0.0771,cor=0.402;p-value=0.2495,cor=0.4221;p-value=0.2243,cor=0.1833;p-value=0.6121,cor=0.8414;p-value=0.0023,cor=-0.3356;p-value=0.3431,cor=0.3681;p-value=0.2953,cor=-0.1375;p-value=0.7048,cor=-0.3823;p-value=0.2756,cor=0.1407;p-value=0.6982,cor=-0.0861;p-value=0.8132,cor=-0.4225;p-value=0.2238,cor=-0.129;p-value=0.7225,cor=-0.0245;p-value=0.9464,cor=0.1242;p-value=0.7324,cor=-0.0433;p-value=0.9055,cor=-0.1364;p-value=0.7071,cor=-0.0661;p-value=0.8561,cor=-0.0474;p-value=0.8966,cor=0.018;p-value=0.9607,cor=-0.0937;p-value=0.7968,cor=-0.1672;p-value=0.6442,cor=-0.1434;p-value=0.6926
miRNA_ENSG00000198976.1__1169050__1169080,cor=-0.2633;p-value=0.4623,cor=0.4097;p-value=0.2397,cor=0.5827;p-value=0.0771,cor=0.402;p-value=0.2495,cor=0.4221;p-value=0.2243,cor=0.1833;p-value=0.6121,cor=0.8414;p-value=0.0023,cor=-0.3356;p-value=0.3431,cor=0.3681;p-value=0.2953,cor=-0.1375;p-value=0.7048,cor=-0.3823;p-value=0.2756,cor=0.1407;p-value=0.6982,cor=-0.0861;p-value=0.8132,cor=-0.4225;p-value=0.2238,cor=-0.129;p-value=0.7225,cor=-0.0245;p-value=0.9464,cor=0.1242;p-value=0.7324,cor=-0.0433;p-value=0.9055,cor=-0.1364;p-value=0.7071,cor=-0.0661;p-value=0.8561,cor=-0.0474;p-value=0.8966,cor=0.018;p-value=0.9607,cor=-0.0937;p-value=0.7968,cor=-0.1672;p-value=0.6442,cor=-0.1434;p-value=0.6926
miRNA_ENSG00000278073.1__1296110__1296140,cor=0.2524;p-value=0.4817,cor=0.3321;p-value=0.3485,cor=0.2645;p-value=0.4602,cor=0.7018;p-value=0.0237,cor=0.406;p-value=0.2444,cor=0.0584;p-value=0.8726,cor=0.0137;p-value=0.97,cor=0.6399;p-value=0.0463,cor=0.6386;p-value=0.0469,cor=0.8938;p-value=5e-04,cor=0.8054;p-value=0.0049,cor=0.5334;p-value=0.1123,cor=0.2886;p-value=0.4187,cor=-0.1389;p-value=0.702,cor=-0.4783;p-value=0.162,cor=-0.3593;p-value=0.3079,cor=-0.8315;p-value=0.0029,cor=-0.3747;p-value=0.2861,cor=-0.7031;p-value=0.0233,cor=-0.4528;p-value=0.1888,cor=-0.1666;p-value=0.6455,cor=-0.34;p-value=0.3365,cor=-0.4025;p-value=0.2489,cor=-0.7895;p-value=0.0066,cor=-0.8487;p-value=0.0019
miRNA_ENSG00000278073.1__1296125__1296155,cor=0.1812;p-value=0.6164,cor=0.2979;p-value=0.4031,cor=0.2084;p-value=0.5634,cor=0.6595;p-value=0.038,cor=0.3362;p-value=0.3423,cor=0.0153;p-value=0.9666,cor=0.0168;p-value=0.9632,cor=0.7126;p-value=0.0207,cor=0.687;p-value=0.0282,cor=0.9096;p-value=3e-04,cor=0.7856;p-value=0.0071,cor=0.4455;p-value=0.1969,cor=0.2151;p-value=0.5507,cor=0.015;p-value=0.9671,cor=-0.3477;p-value=0.3249,cor=-0.4159;p-value=0.2319,cor=-0.8817;p-value=7e-04,cor=-0.3311;p-value=0.3501,cor=-0.66;p-value=0.0378,cor=-0.4094;p-value=0.24,cor=-0.0913;p-value=0.802,cor=-0.3405;p-value=0.3356,cor=-0.4614;p-value=0.1795,cor=-0.7745;p-value=0.0085,cor=-0.8222;p-value=0.0035
miRNA_ENSG00000278073.1__1296140__1296170,cor=-0.3828;p-value=0.2749,cor=-0.2047;p-value=0.5705,cor=-0.2463;p-value=0.4927,cor=-0.1408;p-value=0.6981,cor=-0.2528;p-value=0.481,cor=-0.2434;p-value=0.498,cor=0.2917;p-value=0.4135,cor=0.3472;p-value=0.3256,cor=0.4178;p-value=0.2296,cor=0.1225;p-value=0.736,cor=-0.1577;p-value=0.6635,cor=-0.4667;p-value=0.174,cor=-0.3956;p-value=0.2578,cor=0.6624;p-value=0.0369,cor=0.5504;p-value=0.0992,cor=-0.3837;p-value=0.2738,cor=-0.3308;p-value=0.3505,cor=0.0624;p-value=0.864,cor=0.0352;p-value=0.9231,cor=0.1068;p-value=0.7691,cor=0.2807;p-value=0.4321,cor=-0.1123;p-value=0.7575,cor=-0.0846;p-value=0.8163,cor=0.0829;p-value=0.8199,cor=0.0953;p-value=0.7935
miRNA_ENSG00000283712.1__1312502__1312532,cor=-0.1111;p-value=0.76,cor=-0.1088;p-value=0.7648,cor=0.409;p-value=0.2405,cor=0.304;p-value=0.3931,cor=0.3236;p-value=0.3618,cor=0.3905;p-value=0.2646,cor=0.9045;p-value=3e-04,cor=-0.1514;p-value=0.6762,cor=0.5409;p-value=0.1064,cor=0.0886;p-value=0.8077,cor=-0.2041;p-value=0.5716,cor=-0.096;p-value=0.7919,cor=-0.0823;p-value=0.8212,cor=0.0448;p-value=0.9022,cor=0.3079;p-value=0.3868,cor=-0.1169;p-value=0.7476,cor=-0.0931;p-value=0.7981,cor=0.1529;p-value=0.6733,cor=-0.0876;p-value=0.8099,cor=-0.264;p-value=0.4611,cor=-0.136;p-value=0.7079,cor=-0.1557;p-value=0.6676,cor=-0.2215;p-value=0.5386,cor=-0.2468;p-value=0.4918,cor=-0.2328;p-value=0.5174
miRNA_ENSG00000283712.1__1312517__1312547,cor=-0.1051;p-value=0.7726,cor=-0.0579;p-value=0.8737,cor=0.3621;p-value=0.3038,cor=0.2123;p-value=0.556,cor=0.3209;p-value=0.3659,cor=0.2832;p-value=0.4278,cor=0.8309;p-value=0.0029,cor=-0.2604;p-value=0.4675,cor=0.3982;p-value=0.2544,cor=-0.0724;p-value=0.8425,cor=-0.3884;p-value=0.2673,cor=-0.1824;p-value=0.6141,cor=-0.2009;p-value=0.5778,cor=0.0422;p-value=0.9079,cor=0.3144;p-value=0.3764,cor=-0.1154;p-value=0.751,cor=0.0503;p-value=0.8902,cor=0.1959;p-value=0.5875,cor=0.0993;p-value=0.785,cor=-0.0257;p-value=0.9438,cor=-0.1076;p-value=0.7673,cor=0.1966;p-value=0.5862,cor=-0.2998;p-value=0.4001,cor=-0.1011;p-value=0.781,cor=-0.0782;p-value=0.8299
miRNA_ENSG00000283712.1__1312532__1312562,cor=-0.0995;p-value=0.7844,cor=-0.039;p-value=0.9149,cor=0.3342;p-value=0.3453,cor=0.1744;p-value=0.6298,cor=0.3092;p-value=0.3847,cor=0.2378;p-value=0.5082,cor=0.7782;p-value=0.008,cor=-0.2879;p-value=0.4199,cor=0.337;p-value=0.3409,cor=-0.1236;p-value=0.7336,cor=-0.4368;p-value=0.2069,cor=-0.205;p-value=0.5699,cor=-0.2337;p-value=0.5158,cor=0.0399;p-value=0.9129,cor=0.3059;p-value=0.3901,cor=-0.1109;p-value=0.7603,cor=0.0965;p-value=0.7908,cor=0.2037;p-value=0.5725,cor=0.1583;p-value=0.6623,cor=0.0547;p-value=0.8806,cor=-0.0945;p-value=0.7952,cor=0.3075;p-value=0.3874,cor=-0.3157;p-value=0.3742,cor=-0.0491;p-value=0.8929,cor=-0.024;p-value=0.9476
miRNA_ENSG00000283712.1__1312562__1312566,cor=0.9968;p-value=0,cor=-0.0378;p-value=0.9173,cor=0.2654;p-value=0.4586,cor=0.4186;p-value=0.2286,cor=0.7119;p-value=0.0209,cor=0.2423;p-value=0.5,cor=-0.078;p-value=0.8304,cor=-0.1555;p-value=0.6679,cor=-0.0228;p-value=0.9501,cor=0.2947;p-value=0.4085,cor=0.1097;p-value=0.7628,cor=0.0908;p-value=0.803,cor=-0.0914;p-value=0.8017,cor=-0.338;p-value=0.3394,cor=-0.1211;p-value=0.7389,cor=-0.1472;p-value=0.6848,cor=-0.0924;p-value=0.7996,cor=-0.0912;p-value=0.8022,cor=-0.2846;p-value=0.4255,cor=-0.2588;p-value=0.4702,cor=-0.1566;p-value=0.6657,cor=-0.1176;p-value=0.7463,cor=-0.1564;p-value=0.666,cor=-0.315;p-value=0.3754,cor=-0.3494;p-value=0.3224
miRNA_ENSG00000284372.1__1339650__1339680,cor=-0.3183;p-value=0.3701,cor=-0.0425;p-value=0.9073,cor=0.0178;p-value=0.9611,cor=0.321;p-value=0.3659,cor=-0.0913;p-value=0.8018,cor=0.0771;p-value=0.8323,cor=0.2679;p-value=0.4542,cor=0.7588;p-value=0.0109,cor=0.7873;p-value=0.0069,cor=0.7336;p-value=0.0157,cor=0.6219;p-value=0.0549,cor=0.1307;p-value=0.7189,cor=0.1622;p-value=0.6543,cor=0.4241;p-value=0.222,cor=-0.0181;p-value=0.9604,cor=-0.3102;p-value=0.3831,cor=-0.8153;p-value=0.004,cor=-0.0501;p-value=0.8906,cor=-0.3844;p-value=0.2727,cor=-0.3148;p-value=0.3756,cor=0.0661;p-value=0.8561,cor=-0.4588;p-value=0.1823,cor=-0.3703;p-value=0.2921,cor=-0.5589;p-value=0.0931,cor=-0.5665;p-value=0.0878
miRNA_ENSG00000284372.1__1339665__1339695,cor=-0.3183;p-value=0.3701,cor=-0.0425;p-value=0.9073,cor=0.0178;p-value=0.9611,cor=0.321;p-value=0.3659,cor=-0.0913;p-value=0.8018,cor=0.0771;p-value=0.8323,cor=0.2679;p-value=0.4542,cor=0.7588;p-value=0.0109,cor=0.7873;p-value=0.0069,cor=0.7336;p-value=0.0157,cor=0.6219;p-value=0.0549,cor=0.1307;p-value=0.7189,cor=0.1622;p-value=0.6543,cor=0.4241;p-value=0.222,cor=-0.0181;p-value=0.9604,cor=-0.3102;p-value=0.3831,cor=-0.8153;p-value=0.004,cor=-0.0501;p-value=0.8906,cor=-0.3844;p-value=0.2727,cor=-0.3148;p-value=0.3756,cor=0.0661;p-value=0.8561,cor=-0.4588;p-value=0.1823,cor=-0.3703;p-value=0.2921,cor=-0.5589;p-value=0.0931,cor=-0.5665;p-value=0.0878
miRNA_ENSG00000207776.1__3560695__3560725,cor=-0.3639;p-value=0.3012,cor=-0.2319;p-value=0.5192,cor=-0.5144;p-value=0.1282,cor=-0.7027;p-value=0.0234,cor=-0.5256;p-value=0.1187,cor=-0.3239;p-value=0.3613,cor=-0.2962;p-value=0.406,cor=-0.3867;p-value=0.2696,cor=-0.6352;p-value=0.0484,cor=-0.6779;p-value=0.0312,cor=-0.3689;p-value=0.2942,cor=-0.1474;p-value=0.6844,cor=0.1426;p-value=0.6942,cor=-0.0908;p-value=0.8031,cor=-0.1422;p-value=0.6952,cor=0.0808;p-value=0.8245,cor=0.4917;p-value=0.1489,cor=0.1478;p-value=0.6837,cor=0.612;p-value=0.06,cor=0.6807;p-value=0.0302,cor=0.0634;p-value=0.8619,cor=0.8113;p-value=0.0044,cor=0.3682;p-value=0.2952,cor=0.7478;p-value=0.0129,cor=0.698;p-value=0.0248
miRNA_ENSG00000207776.1__3560710__3560740,cor=-0.3639;p-value=0.3012,cor=-0.2319;p-value=0.5192,cor=-0.5144;p-value=0.1282,cor=-0.7027;p-value=0.0234,cor=-0.5256;p-value=0.1187,cor=-0.3239;p-value=0.3613,cor=-0.2962;p-value=0.406,cor=-0.3867;p-value=0.2696,cor=-0.6352;p-value=0.0484,cor=-0.6779;p-value=0.0312,cor=-0.3689;p-value=0.2942,cor=-0.1474;p-value=0.6844,cor=0.1426;p-value=0.6942,cor=-0.0908;p-value=0.8031,cor=-0.1422;p-value=0.6952,cor=0.0808;p-value=0.8245,cor=0.4917;p-value=0.1489,cor=0.1478;p-value=0.6837,cor=0.612;p-value=0.06,cor=0.6807;p-value=0.0302,cor=0.0634;p-value=0.8619,cor=0.8113;p-value=0.0044,cor=0.3682;p-value=0.2952,cor=0.7478;p-value=0.0129,cor=0.698;p-value=0.0248
miRNA_ENSG00000207776.1__3560725__3560755,cor=-0.3639;p-value=0.3012,cor=-0.2319;p-value=0.5192,cor=-0.5144;p-value=0.1282,cor=-0.7027;p-value=0.0234,cor=-0.5256;p-value=0.1187,cor=-0.3239;p-value=0.3613,cor=-0.2962;p-value=0.406,cor=-0.3867;p-value=0.2696,cor=-0.6352;p-value=0.0484,cor=-0.6779;p-value=0.0312,cor=-0.3689;p-value=0.2942,cor=-0.1474;p-value=0.6844,cor=0.1426;p-value=0.6942,cor=-0.0908;p-value=0.8031,cor=-0.1422;p-value=0.6952,cor=0.0808;p-value=0.8245,cor=0.4917;p-value=0.1489,cor=0.1478;p-value=0.6837,cor=0.612;p-value=0.06,cor=0.6807;p-value=0.0302,cor=0.0634;p-value=0.8619,cor=0.8113;p-value=0.0044,cor=0.3682;p-value=0.2952,cor=0.7478;p-value=0.0129,cor=0.698;p-value=0.0248
miRNA_ENSG00000264101.1__5862687__5862717,cor=-0.2216;p-value=0.5383,cor=-0.2824;p-value=0.4292,cor=-0.5683;p-value=0.0865,cor=-0.6449;p-value=0.0441,cor=-0.4123;p-value=0.2364,cor=-0.4338;p-value=0.2104,cor=-0.2487;p-value=0.4883,cor=-0.2021;p-value=0.5756,cor=-0.4353;p-value=0.2087,cor=-0.5275;p-value=0.1171,cor=-0.4982;p-value=0.1428,cor=-0.4601;p-value=0.1809,cor=-0.2723;p-value=0.4465,cor=0.0137;p-value=0.9701,cor=-0.1618;p-value=0.6552,cor=-0.2252;p-value=0.5315,cor=0.2421;p-value=0.5003,cor=0.2937;p-value=0.4101,cor=0.5228;p-value=0.1211,cor=0.8828;p-value=7e-04,cor=0.8;p-value=0.0055,cor=0.2664;p-value=0.4568,cor=0.3768;p-value=0.2831,cor=0.6977;p-value=0.0249,cor=0.7012;p-value=0.0239
miRNA_ENSG00000264101.1__5862702__5862732,cor=-0.2216;p-value=0.5383,cor=-0.2824;p-value=0.4292,cor=-0.5683;p-value=0.0865,cor=-0.6449;p-value=0.0441,cor=-0.4123;p-value=0.2364,cor=-0.4338;p-value=0.2104,cor=-0.2487;p-value=0.4883,cor=-0.2021;p-value=0.5756,cor=-0.4353;p-value=0.2087,cor=-0.5275;p-value=0.1171,cor=-0.4982;p-value=0.1428,cor=-0.4601;p-value=0.1809,cor=-0.2723;p-value=0.4465,cor=0.0137;p-value=0.9701,cor=-0.1618;p-value=0.6552,cor=-0.2252;p-value=0.5315,cor=0.2421;p-value=0.5003,cor=0.2937;p-value=0.4101,cor=0.5228;p-value=0.1211,cor=0.8828;p-value=7e-04,cor=0.8;p-value=0.0055,cor=0.2664;p-value=0.4568,cor=0.3768;p-value=0.2831,cor=0.6977;p-value=0.0249,cor=0.7012;p-value=0.0239
miRNA_ENSG00000274258.1__8866502__8866532,cor=-0.2333;p-value=0.5165,cor=-0.2321;p-value=0.5188,cor=-0.019;p-value=0.9583,cor=-0.1411;p-value=0.6975,cor=0.0484;p-value=0.8943,cor=0.06;p-value=0.8693,cor=0.5528;p-value=0.0975,cor=-0.212;p-value=0.5565,cor=0.177;p-value=0.6248,cor=-0.2295;p-value=0.5237,cor=-0.45;p-value=0.1919,cor=-0.3218;p-value=0.3645,cor=-0.1993;p-value=0.581,cor=-0.0643;p-value=0.86,cor=-0.2225;p-value=0.5368,cor=-0.2153;p-value=0.5502,cor=0.0427;p-value=0.9067,cor=0.4371;p-value=0.2065,cor=0.4282;p-value=0.217,cor=0.6396;p-value=0.0464,cor=0.4866;p-value=0.1538,cor=0.409;p-value=0.2406,cor=-0.1925;p-value=0.5942,cor=0.2008;p-value=0.578,cor=0.227;p-value=0.5283
miRNA_ENSG00000274258.1__8866517__8866547,cor=-0.2333;p-value=0.5165,cor=-0.2321;p-value=0.5188,cor=-0.019;p-value=0.9583,cor=-0.1411;p-value=0.6975,cor=0.0484;p-value=0.8943,cor=0.06;p-value=0.8693,cor=0.5528;p-value=0.0975,cor=-0.212;p-value=0.5565,cor=0.177;p-value=0.6248,cor=-0.2295;p-value=0.5237,cor=-0.45;p-value=0.1919,cor=-0.3218;p-value=0.3645,cor=-0.1993;p-value=0.581,cor=-0.0643;p-value=0.86,cor=-0.2225;p-value=0.5368,cor=-0.2153;p-value=0.5502,cor=0.0427;p-value=0.9067,cor=0.4371;p-value=0.2065,cor=0.4282;p-value=0.217,cor=0.6396;p-value=0.0464,cor=0.4866;p-value=0.1538,cor=0.409;p-value=0.2406,cor=-0.1925;p-value=0.5942,cor=0.2008;p-value=0.578,cor=0.227;p-value=0.5283
miRNA_ENSG00000274258.1__8866547__8866577,cor=-0.0873;p-value=0.8105,cor=-0.1615;p-value=0.6557,cor=-0.0521;p-value=0.8862,cor=-0.2457;p-value=0.4938,cor=-0.2526;p-value=0.4814,cor=0.1059;p-value=0.7709,cor=-0.1155;p-value=0.7508,cor=-0.1534;p-value=0.6722,cor=-0.2257;p-value=0.5306,cor=-0.2648;p-value=0.4596,cor=-0.21;p-value=0.5603,cor=-0.2576;p-value=0.4725,cor=-0.1569;p-value=0.6652,cor=0.5403;p-value=0.1069,cor=0.9743;p-value=0,cor=0.1591;p-value=0.6606,cor=0.303;p-value=0.3948,cor=0.251;p-value=0.4842,cor=0.3004;p-value=0.399,cor=-0.1319;p-value=0.7165,cor=-0.0631;p-value=0.8626,cor=-0.0416;p-value=0.9092,cor=-0.1372;p-value=0.7054,cor=0.1569;p-value=0.6651,cor=0.2312;p-value=0.5204
miRNA_ENSG00000274258.1__8866577__8866590,cor=-0.0873;p-value=0.8105,cor=-0.1615;p-value=0.6557,cor=-0.0521;p-value=0.8862,cor=-0.2457;p-value=0.4938,cor=-0.2526;p-value=0.4814,cor=0.1059;p-value=0.7709,cor=-0.1155;p-value=0.7508,cor=-0.1534;p-value=0.6722,cor=-0.2257;p-value=0.5306,cor=-0.2648;p-value=0.4596,cor=-0.21;p-value=0.5603,cor=-0.2576;p-value=0.4725,cor=-0.1569;p-value=0.6652,cor=0.5403;p-value=0.1069,cor=0.9743;p-value=0,cor=0.1591;p-value=0.6606,cor=0.303;p-value=0.3948,cor=0.251;p-value=0.4842,cor=0.3004;p-value=0.399,cor=-0.1319;p-value=0.7165,cor=-0.0631;p-value=0.8626,cor=-0.0416;p-value=0.9092,cor=-0.1372;p-value=0.7054,cor=0.1569;p-value=0.6651,cor=0.2312;p-value=0.5204
